0.0050	2.2718
0.0100	1.5564
0.0139	1.3108
0.0179	1.1517
0.0218	1.0379
0.0258	0.9514
0.0297	0.8828
0.0336	0.8266
0.0376	0.7795
0.0415	0.7393
0.0455	0.7044
0.0494	0.6738
0.0533	0.6467
0.0573	0.6224
0.0612	0.6005
0.0652	0.5806
0.0691	0.5625
0.0730	0.5458
0.0770	0.5305
0.0809	0.5162
0.0848	0.5030
0.0888	0.4907
0.0927	0.4792
0.0967	0.4684
0.1006	0.4582
0.1045	0.4486
0.1085	0.4396
0.1124	0.4310
0.1164	0.4229
0.1203	0.4151
0.1242	0.4078
0.1282	0.4008
0.1321	0.3941
0.1361	0.3877
0.1400	0.3815
0.1439	0.3757
0.1479	0.3700
0.1518	0.3646
0.1558	0.3594
0.1597	0.3544
0.1636	0.3496
0.1676	0.3449
0.1715	0.3404
0.1755	0.3361
0.1794	0.3319
0.1833	0.3278
0.1873	0.3239
0.1912	0.3201
0.1952	0.3164
0.1991	0.3128
0.2030	0.3093
0.2070	0.3059
0.2109	0.3027
0.2148	0.2995
0.2188	0.2964
0.2227	0.2934
0.2267	0.2904
0.2306	0.2876
0.2345	0.2848
0.2385	0.2821
0.2424	0.2794
0.2464	0.2768
0.2503	0.2743
0.2542	0.2718
0.2582	0.2694
0.2621	0.2671
0.2661	0.2648
0.2700	0.2625
0.2739	0.2603
0.2779	0.2581
0.2818	0.2560
0.2858	0.2540
0.2897	0.2520
0.2936	0.2500
0.2976	0.2480
0.3015	0.2461
0.3055	0.2443
0.3094	0.2424
0.3133	0.2406
0.3173	0.2389
0.3212	0.2372
0.3252	0.2355
0.3291	0.2338
0.3330	0.2322
0.3370	0.2306
0.3409	0.2290
0.3448	0.2274
0.3488	0.2259
0.3527	0.2244
0.3567	0.2229
0.3606	0.2215
0.3645	0.2201
0.3685	0.2187
0.3724	0.2173
0.3764	0.2159
0.3803	0.2146
0.3842	0.2133
0.3882	0.2120
0.3921	0.2107
0.3961	0.2095
0.4000	0.2082
