0.010	0.180
0.020	0.180
0.030	0.184
0.040	0.186
0.050	0.181
0.060	0.179
0.070	0.179
0.080	0.178
0.090	0.178
0.100	0.178
0.110	0.178
0.120	0.178
0.130	0.178
0.140	0.178
0.150	0.178
0.160	0.178
0.170	0.178
0.180	0.178
0.190	0.178
0.200	0.178
0.210	0.178
0.220	0.178
0.230	0.178
0.240	0.178
0.250	0.178
0.260	0.178
0.270	0.178
0.280	0.178
0.290	0.178
0.300	0.178
0.310	0.178
0.320	0.178
0.330	0.178
0.340	0.178
0.350	0.178
0.360	0.178
0.370	0.178
0.380	0.178
0.390	0.178
0.400	0.178
0.410	0.178
0.420	0.178
0.430	0.178
0.440	0.178
0.450	0.178
0.460	0.178
0.470	0.178
0.480	0.178
0.490	0.178
0.500	0.178
0.510	0.178
0.520	0.178
0.530	0.178
0.540	0.178
0.550	0.178
0.560	0.178
0.570	0.178
0.580	0.178
0.590	0.178
0.600	0.178
0.610	0.178
0.620	0.178
0.630	0.178
0.640	0.178
0.650	0.178
0.660	0.178
0.670	0.178
0.680	0.178
0.690	0.178
0.700	0.178
0.710	0.178
0.720	0.178
0.730	0.178
0.740	0.179
0.750	0.179
0.760	0.179
0.770	0.179
0.780	0.179
0.790	0.179
0.800	0.179
0.810	0.179
0.820	0.179
0.830	0.179
0.840	0.179
0.850	0.179
0.860	0.179
0.870	0.179
0.880	0.179
0.890	0.179
0.900	0.179
0.910	0.180
0.920	0.183
0.930	0.190
0.940	0.198
0.950	0.206
0.960	0.214
0.970	0.222
0.980	0.229
0.990	0.237
1.000	0.245
1.010	0.253
1.020	0.261
1.030	0.269
1.040	0.276
1.050	0.284
1.060	0.284
1.070	0.284
1.080	0.284
1.090	0.284
1.100	0.283
1.110	0.283
1.120	0.283
1.130	0.283
1.140	0.283
1.150	0.283
1.160	0.282
1.170	0.280
1.180	0.279
1.190	0.278
1.200	0.277
1.210	0.276
1.220	0.275
1.230	0.274
1.240	0.273
1.250	0.272
1.260	0.271
1.270	0.270
1.280	0.269
1.290	0.268
1.300	0.267
1.310	0.266
1.320	0.264
1.330	0.263
1.340	0.262
1.350	0.261
1.360	0.260
1.370	0.259
1.380	0.258
1.390	0.257
1.400	0.256
1.410	0.255
1.420	0.254
1.430	0.253
1.440	0.252
1.450	0.251
1.460	0.250
1.470	0.250
1.480	0.249
1.490	0.248
1.500	0.247
1.510	0.246
1.520	0.245
1.530	0.244
1.540	0.243
1.550	0.242
1.560	0.241
1.570	0.240
1.580	0.239
1.590	0.238
1.600	0.237
1.610	0.236
1.620	0.235
1.630	0.235
1.640	0.234
1.650	0.233
1.660	0.232
1.670	0.231
1.680	0.230
1.690	0.229
1.700	0.228
1.710	0.227
1.720	0.227
1.730	0.226
1.740	0.225
1.750	0.224
1.760	0.223
1.770	0.222
1.780	0.221
1.790	0.221
1.800	0.220
1.810	0.219
1.820	0.218
1.830	0.217
1.840	0.216
1.850	0.216
