0.010	0.179
0.020	0.182
0.030	0.188
0.040	0.190
0.050	0.183
0.060	0.181
0.070	0.180
0.080	0.179
0.090	0.179
0.100	0.179
0.110	0.179
0.120	0.179
0.130	0.179
0.140	0.179
0.150	0.179
0.160	0.179
0.170	0.179
0.180	0.179
0.190	0.179
0.200	0.179
0.210	0.179
0.220	0.179
0.230	0.179
0.240	0.179
0.250	0.179
0.260	0.179
0.270	0.179
0.280	0.179
0.290	0.179
0.300	0.179
0.310	0.179
0.320	0.179
0.330	0.179
0.340	0.179
0.350	0.179
0.360	0.179
0.370	0.179
0.380	0.179
0.390	0.179
0.400	0.179
0.410	0.179
0.420	0.179
0.430	0.179
0.440	0.179
0.450	0.179
0.460	0.179
0.470	0.179
0.480	0.179
0.490	0.179
0.500	0.179
0.510	0.179
0.520	0.179
0.530	0.179
0.540	0.179
0.550	0.179
0.560	0.179
0.570	0.179
0.580	0.179
0.590	0.179
0.600	0.179
0.610	0.179
0.620	0.179
0.630	0.179
0.640	0.179
0.650	0.179
0.660	0.179
0.670	0.179
0.680	0.179
0.690	0.179
0.700	0.179
0.710	0.179
0.720	0.179
0.730	0.179
0.740	0.180
0.750	0.180
0.760	0.180
0.770	0.180
0.780	0.180
0.790	0.180
0.800	0.180
0.810	0.180
0.820	0.180
0.830	0.180
0.840	0.180
0.850	0.180
0.860	0.180
0.870	0.180
0.880	0.180
0.890	0.180
0.900	0.180
0.910	0.181
0.920	0.185
0.930	0.196
0.940	0.212
0.950	0.228
0.960	0.244
0.970	0.260
0.980	0.276
0.990	0.293
1.000	0.309
1.010	0.325
1.020	0.341
1.030	0.357
1.040	0.373
1.050	0.389
1.060	0.387
1.070	0.384
1.080	0.381
1.090	0.379
1.100	0.376
1.110	0.374
1.120	0.371
1.130	0.369
1.140	0.367
1.150	0.364
1.160	0.361
1.170	0.358
1.180	0.355
1.190	0.352
1.200	0.350
1.210	0.347
1.220	0.344
1.230	0.341
1.240	0.339
1.250	0.336
1.260	0.334
1.270	0.331
1.280	0.329
1.290	0.326
1.300	0.324
1.310	0.321
1.320	0.319
1.330	0.317
1.340	0.315
1.350	0.312
1.360	0.310
1.370	0.308
1.380	0.306
1.390	0.304
1.400	0.302
1.410	0.300
1.420	0.298
1.430	0.296
1.440	0.294
1.450	0.292
1.460	0.290
1.470	0.288
1.480	0.286
1.490	0.284
1.500	0.283
1.510	0.281
1.520	0.279
1.530	0.277
1.540	0.276
1.550	0.274
1.560	0.272
1.570	0.271
1.580	0.269
